VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2016-12-13 15:04:07,2016-12-13 15:23:13,1,1.60,1,N,186,162,1,12.5,0,0.5,2.65,0,0.3,15.95
1,2016-12-19 23:28:36,2016-12-19 23:31:01,3,.60,1,N,263,263,2,4,0.5,0.5,0,0,0.3,5.3
1,2016-12-11 08:24:59,2016-12-11 08:33:17,1,1.00,1,N,50,48,2,7,0,0.5,0,0,0.3,7.8
1,2016-12-26 21:19:38,2016-12-26 21:29:30,1,2.60,1,N,13,249,1,10.5,0.5,0.5,2.35,0,0.3,14.15
1,2016-12-10 10:25:13,2016-12-10 10:50:47,2,3.70,1,N,163,158,1,18,0,0.5,3.75,0,0.3,22.55
2,2016-12-01 18:21:54,2016-12-01 18:34:03,1,1.07,1,N,237,161,1,8.5,1,0.5,2.06,0,0.3,12.36
1,2016-12-26 13:07:35,2016-12-26 13:18:45,4,1.10,1,N,186,161,2,8.5,0,0.5,0,0,0.3,9.3
2,2016-12-18 03:56:18,2016-12-18 04:11:46,1,3.49,1,N,114,48,1,14,0.5,0.5,3.06,0,0.3,18.36
1,2016-12-04 11:10:18,2016-12-04 11:18:37,2,1.60,1,N,237,263,1,8,0,0.5,1,0,0.3,9.8
1,2016-12-31 18:29:37,2016-12-31 18:35:54,1,1.40,1,N,238,236,1,7,0,0.5,1.55,0,0.3,9.35
1,2016-12-16 16:27:46,2016-12-16 16:41:35,1,2.40,1,N,238,74,1,11,1,0.5,2.56,0,0.3,15.36
2,2016-12-19 19:12:52,2016-12-19 19:33:41,1,6.01,1,N,43,79,1,21,1,0.5,4.56,0,0.3,27.36
1,2016-12-03 16:13:40,2016-12-03 16:27:32,1,2.30,1,N,170,4,2,11,0,0.5,0,0,0.3,11.8
2,2016-12-22 23:28:45,2016-12-22 23:33:59,1,.83,1,N,107,79,1,5.5,0.5,0.5,1.36,0,0.3,8.16
2,2016-12-16 16:39:06,2016-12-16 17:13:08,6,4.21,1,N,107,263,1,22.5,1,0.5,2.7,0,0.3,27
2,2016-12-07 23:31:57,2016-12-08 00:06:18,5,11.72,1,N,48,181,1,36.5,0.5,0.5,10.84,5.54,0.3,54.18
2,2016-12-01 22:52:05,2016-12-01 23:00:52,1,1.33,1,N,230,170,1,7.5,0.5,0.5,1.76,0,0.3,10.56
1,2016-12-23 08:21:59,2016-12-23 08:43:59,1,7.20,1,N,138,130,1,22.5,0,0.5,0.02,0,0.3,23.32
2,2016-12-10 06:46:53,2016-12-10 06:58:21,6,3.60,1,N,189,79,1,13.5,0,0.5,0,0,0.3,14.3
1,2016-12-10 07:36:16,2016-12-10 07:46:18,1,1.90,1,N,186,163,1,9,0,0.5,1.95,0,0.3,11.75
1,2016-12-07 07:17:34,2016-12-07 07:28:03,1,.60,1,N,142,43,1,7.5,0,0.5,0.83,0,0.3,9.13
1,2016-12-24 04:34:49,2016-12-24 04:46:43,2,6.10,1,N,238,127,2,18.5,0.5,0.5,0,0,0.3,19.8
1,2016-12-31 17:01:36,2016-12-31 17:11:33,1,1.80,1,N,239,236,2,9,0,0.5,0,0,0.3,9.8
2,2016-12-04 20:13:22,2016-12-04 20:22:23,1,.96,1,N,234,234,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2016-12-31 07:17:06,2016-12-31 07:25:23,1,2.42,1,N,234,237,1,9.5,0,0.5,3.09,0,0.3,13.39
1,2016-12-20 00:09:06,2016-12-20 00:34:18,1,6.80,1,N,79,37,1,24.5,0.5,0.5,6.45,0,0.3,32.25
1,2016-12-12 04:32:02,2016-12-12 04:34:25,2,.50,1,N,79,4,1,4,0.5,0.5,1.7,0,0.3,7
2,2016-12-15 10:04:25,2016-12-15 10:12:08,4,.63,1,N,113,90,1,6,0,0.5,0.7,0,0.3,7.5
1,2016-12-25 14:17:00,2016-12-25 14:23:38,2,2.00,1,N,263,74,1,8,0,0.5,2.2,0,0.3,11
2,2016-12-18 12:22:02,2016-12-18 12:42:21,1,3.81,1,N,236,234,1,16,0,0.5,3.36,0,0.3,20.16
2,2016-12-19 23:10:55,2016-12-19 23:16:25,1,.75,1,N,249,68,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2016-12-06 17:13:44,2016-12-06 17:19:42,2,.98,1,N,90,113,2,6,1,0.5,0,0,0.3,7.8
2,2016-12-08 08:03:10,2016-12-08 08:11:08,1,1.71,1,N,249,13,1,8,0,0.5,2.2,0,0.3,11
1,2016-12-20 18:28:26,2016-12-20 18:53:35,1,3.10,1,N,100,151,1,17,1,0.5,3.75,0,0.3,22.55
2,2016-12-21 23:32:55,2016-12-21 23:42:38,1,4.40,1,N,244,238,1,14,0.5,0.5,0.7,0,0.3,16
2,2016-12-21 13:39:23,2016-12-21 13:53:02,2,1.35,1,N,107,170,1,10,0,0.5,2.16,0,0.3,12.96
2,2016-12-19 03:25:31,2016-12-19 03:32:21,6,2.84,1,N,41,237,2,10,0.5,0.5,0,0,0.3,11.3
1,2016-12-25 12:07:46,2016-12-25 12:21:15,1,3.00,1,N,161,239,1,12.5,0,0.5,2.65,0,0.3,15.95
2,2016-12-29 16:40:02,2016-12-29 16:55:40,1,1.77,1,N,140,163,2,11.5,1,0.5,0,0,0.3,13.3
1,2016-12-09 02:29:26,2016-12-09 02:32:52,1,.70,1,N,137,137,2,5,0.5,0.5,0,0,0.3,6.3
1,2016-12-29 02:24:51,2016-12-29 02:34:58,1,2.30,1,N,249,261,1,10,0.5,0.5,3.35,0,0.3,14.65
1,2016-12-05 09:49:45,2016-12-05 09:55:39,1,.60,1,N,237,43,2,5.5,0,0.5,0,0,0.3,6.3
2,2016-12-30 00:10:55,2016-12-30 00:32:45,1,8.48,1,N,161,243,1,27,0.5,0.5,2.83,0,0.3,31.13
1,2016-12-17 04:52:32,2016-12-17 05:12:13,2,7.70,1,N,264,264,2,23.5,0.5,0.5,0,0,0.3,24.8
1,2016-12-28 00:06:17,2016-12-28 00:31:22,1,11.00,1,N,138,61,1,32,0.5,0.5,6.65,0,0.3,39.95
2,2016-12-15 15:16:56,2016-12-15 15:35:48,1,1.74,1,N,68,48,1,12.5,0,0.5,2.66,0,0.3,15.96
1,2016-12-04 10:08:57,2016-12-04 10:24:51,1,1.50,1,N,162,163,2,11,0,0.5,0,0,0.3,11.8
2,2016-12-14 23:13:06,2016-12-14 23:28:30,1,3.22,1,N,142,249,1,13,0.5,0.5,1.9,0,0.3,16.2
2,2016-12-22 23:24:37,2016-12-22 23:49:14,1,5.55,1,N,40,37,2,20.5,0.5,0.5,0,0,0.3,21.8
1,2016-12-10 14:02:14,2016-12-10 14:08:50,1,.90,1,N,181,49,1,6.5,0,0.5,1.45,0,0.3,8.75
2,2016-12-10 21:14:55,2016-12-10 21:30:49,1,4.27,1,N,80,181,2,16,0.5,0.5,0,0,0.3,17.3
2,2016-12-15 16:01:33,2016-12-15 16:10:25,2,1.17,1,N,238,142,1,7.5,1,0.5,2.79,0,0.3,12.09
1,2016-12-13 20:55:37,2016-12-13 21:06:44,2,1.40,1,N,87,13,1,8.5,0,0.5,1.5,0,0.3,10.8
2,2016-12-18 16:52:38,2016-12-18 17:03:17,2,.94,1,N,43,162,2,8,0,0.5,0,0,0.3,8.8
2,2016-12-03 23:53:12,2016-12-04 00:23:24,2,9.49,1,N,161,243,1,30.5,0.5,0.5,6.36,0,0.3,38.16
1,2016-12-10 12:58:08,2016-12-10 13:21:53,1,3.10,1,N,43,48,2,16.5,0,0.5,0,0,0.3,17.3
2,2016-12-04 16:47:06,2016-12-04 16:56:36,1,1.54,1,N,236,237,2,8.5,0,0.5,0,0,0.3,9.3
2,2016-12-09 12:32:30,2016-12-09 12:49:54,1,1.85,1,N,236,237,2,12,0,0.5,0,0,0.3,12.8
2,2016-12-04 12:13:57,2016-12-04 12:17:22,1,.67,1,N,48,163,2,4.5,0,0.5,0,0,0.3,5.3
2,2016-12-15 19:03:54,2016-12-15 19:21:04,1,1.24,1,N,233,164,1,11.5,1,0.5,1.5,0,0.3,14.8
2,2016-12-30 16:17:46,2016-12-30 16:23:31,6,.60,1,N,42,116,1,5.5,1,0.5,0,0,0.3,7.3
2,2016-12-23 23:11:07,2016-12-23 23:14:00,1,.70,1,N,68,50,1,4.5,0.5,0.5,1.16,0,0.3,6.96
2,2016-12-12 06:27:33,2016-12-12 06:38:09,5,2.48,1,N,162,140,2,10,0,0.5,0,0,0.3,10.8
1,2016-12-03 13:16:30,2016-12-03 13:25:16,1,2.00,1,N,262,74,1,8.5,0,0.5,1.85,0,0.3,11.15
1,2016-12-31 13:06:21,2016-12-31 13:13:27,1,1.90,1,N,113,170,1,8,0,0.5,1.2,0,0.3,10
1,2016-12-07 20:29:59,2016-12-07 20:48:51,1,2.90,1,N,234,87,1,13,0.5,0.5,2.85,0,0.3,17.15
1,2016-12-12 10:58:47,2016-12-12 11:14:46,1,1.20,1,N,234,100,1,10.5,0,0.5,3.35,0,0.3,14.65
1,2016-12-30 23:25:18,2016-12-30 23:45:02,1,5.00,1,N,79,33,1,18.5,0.5,0.5,2.97,0,0.3,22.77
1,2016-12-15 23:36:01,2016-12-15 23:50:00,2,2.80,1,N,230,236,2,12,0.5,0.5,0,0,0.3,13.3
2,2016-12-20 00:27:45,2016-12-20 00:45:43,1,3.76,1,N,186,236,1,15.5,0.5,0.5,2,0,0.3,18.8
1,2016-12-04 08:15:42,2016-12-04 08:20:00,4,.60,1,N,161,43,2,4.5,0,0.5,0,0,0.3,5.3
1,2016-12-14 20:30:22,2016-12-14 20:45:08,1,1.60,1,N,113,164,2,10.5,0.5,0.5,0,0,0.3,11.8
2,2016-12-24 17:26:08,2016-12-24 17:34:35,1,1.10,1,N,229,229,2,7,0,0.5,0,0,0.3,7.8
1,2016-12-13 07:44:14,2016-12-13 07:50:26,1,1.10,1,N,158,246,1,6.5,0,0.5,1,0,0.3,8.3
1,2016-12-15 12:57:45,2016-12-15 13:02:13,3,.80,1,N,211,114,1,5,0,0.5,0.75,0,0.3,6.55
2,2016-12-29 09:54:24,2016-12-29 10:14:55,1,6.54,1,N,162,261,2,22,0,0.5,0,0,0.3,22.8
2,2016-12-20 14:52:14,2016-12-20 15:34:11,3,9.44,1,N,230,138,1,34.5,0,0.5,8.17,5.54,0.3,49.01
2,2016-12-24 10:37:20,2016-12-24 10:55:27,1,4.52,1,N,142,231,2,17,0,0.5,0,0,0.3,17.8
2,2016-12-11 13:16:48,2016-12-11 13:34:54,4,2.77,1,N,144,230,1,13.5,0,0.5,2.86,0,0.3,17.16
1,2016-12-06 14:00:37,2016-12-06 14:23:52,2,2.60,1,N,230,236,1,15,0,0.5,2.5,0,0.3,18.3
1,2016-12-28 15:19:32,2016-12-28 15:26:50,1,.30,1,N,144,211,2,5.5,0,0.5,0,0,0.3,6.3
2,2016-12-11 19:18:32,2016-12-11 19:37:45,2,2.04,1,N,68,170,1,13,0,0.5,1,0,0.3,14.8
2,2016-12-20 22:36:56,2016-12-20 22:41:26,1,.96,1,N,236,262,1,5.5,0.5,0.5,1.36,0,0.3,8.16
2,2016-12-02 17:54:21,2016-12-02 18:02:57,1,.82,1,N,79,107,1,7,1,0.5,1,0,0.3,9.8
1,2016-12-09 19:01:24,2016-12-09 19:11:20,1,2.00,1,N,142,151,1,9,1,0.5,1.2,0,0.3,12
2,2016-12-20 00:24:54,2016-12-20 00:32:17,2,1.24,1,N,142,163,1,7,0.5,0.5,1.66,0,0.3,9.96
1,2016-12-04 13:26:54,2016-12-04 13:36:30,1,3.20,1,N,229,179,2,12,0,0.5,0,0,0.3,12.8
1,2016-12-10 13:14:52,2016-12-10 13:21:51,1,.60,1,Y,229,161,2,6,0,0.5,0,0,0.3,6.8
1,2016-12-02 15:53:05,2016-12-02 16:04:35,1,.60,1,N,230,161,1,8,0,0.5,1.75,0,0.3,10.55
2,2016-12-24 15:59:38,2016-12-24 16:01:28,1,.48,1,N,170,170,1,3.5,0,0.5,1,0,0.3,5.3
2,2016-12-31 10:57:06,2016-12-31 10:58:25,6,.44,1,N,229,237,2,3.5,0,0.5,0,0,0.3,4.3
2,2016-12-31 13:24:12,2016-12-31 13:35:29,2,1.59,1,N,43,161,1,9,0,0.5,1.96,0,0.3,11.76
2,2016-12-15 14:29:36,2016-12-15 14:40:53,1,1.24,1,N,249,231,1,8.5,0,0.5,1.86,0,0.3,11.16
1,2016-12-12 21:15:29,2016-12-12 21:30:59,1,4.10,1,N,237,4,1,15,0.5,0.5,1,0,0.3,17.3
2,2016-12-22 18:19:36,2016-12-22 18:28:01,2,2.03,1,N,143,236,1,8.5,1,0.5,2,0,0.3,12.3
2,2016-12-04 20:02:34,2016-12-04 20:10:30,1,2.22,1,N,143,68,1,9,0.5,0.5,1,0,0.3,11.3
1,2016-12-21 14:57:57,2016-12-21 15:45:26,1,8.00,1,N,229,244,1,34.5,0,0.5,6.5,0,0.3,41.8
2,2016-12-01 06:48:28,2016-12-01 06:58:58,1,1.44,1,N,186,161,1,8.5,0,0.5,2.32,0,0.3,11.62
1,2016-12-03 05:58:40,2016-12-03 06:07:06,1,2.00,1,N,68,237,1,9,0.5,0.5,1.2,0,0.3,11.5
1,2016-12-15 23:18:33,2016-12-15 23:24:55,2,1.00,1,N,237,140,1,6,0.5,0.5,1,0,0.3,8.3
2,2016-12-10 15:43:16,2016-12-10 16:09:02,1,1.29,1,N,246,161,1,15.5,0,0.5,4.08,0,0.3,20.38
2,2016-12-20 18:25:24,2016-12-20 18:52:18,5,2.78,1,N,162,113,1,17,1,0.5,1.5,0,0.3,20.3
2,2016-12-17 18:58:54,2016-12-17 19:03:59,3,.80,1,N,244,244,1,5.5,0,0.5,1.89,0,0.3,8.19
1,2016-12-21 12:46:47,2016-12-21 12:54:02,2,1.20,1,N,238,142,1,7,0,0.5,1.55,0,0.3,9.35
1,2016-12-14 07:25:28,2016-12-14 07:31:17,1,1.60,1,N,237,75,1,7,0,0.5,1.55,0,0.3,9.35
1,2016-12-14 12:48:07,2016-12-14 13:24:58,1,2.00,1,N,113,170,1,21.5,0,0.5,2,0,0.3,24.3
1,2016-12-23 19:32:19,2016-12-23 19:49:13,1,3.50,1,N,229,113,1,14,1,0.5,1.5,0,0.3,17.3
2,2016-12-16 07:43:35,2016-12-16 08:05:10,2,4.80,1,N,249,239,1,19.5,0,0.5,3,0,0.3,23.3
2,2016-12-16 20:00:32,2016-12-16 20:37:03,1,6.15,1,N,50,52,2,25.5,0.5,0.5,0,0,0.3,26.8
1,2016-12-10 20:15:56,2016-12-10 20:21:37,1,1.30,1,N,47,60,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2016-12-28 15:35:32,2016-12-28 15:40:55,1,.80,1,N,162,170,2,5.5,0,0.5,0,0,0.3,6.3
1,2016-12-24 08:05:58,2016-12-24 08:21:30,4,3.90,1,N,186,261,2,15,0,0.5,0,0,0.3,15.8
2,2016-12-06 08:53:45,2016-12-06 09:47:43,5,10.91,1,N,138,161,1,39,0,0.5,9.07,5.54,0.3,54.41
2,2016-12-22 08:48:38,2016-12-22 09:13:58,1,2.54,1,N,43,262,1,16,0,0.5,3.36,0,0.3,20.16
2,2016-12-31 01:21:46,2016-12-31 01:28:39,1,1.36,1,N,229,137,2,7,0.5,0.5,0,0,0.3,8.3
1,2016-12-02 13:52:59,2016-12-02 14:14:25,1,3.20,1,N,48,236,1,16,0,0.5,2,0,0.3,18.8
1,2016-12-19 20:27:25,2016-12-19 20:32:44,4,.80,1,N,164,161,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2016-12-15 11:07:35,2016-12-15 11:14:12,1,.53,1,N,230,48,1,6,0,0.5,1.36,0,0.3,8.16
2,2016-12-29 07:29:33,2016-12-29 07:30:29,6,.33,1,N,25,25,2,3,0,0.5,0,0,0.3,3.8
1,2016-12-01 17:03:14,2016-12-01 17:09:53,1,.40,1,N,249,113,2,5.5,1,0.5,0,0,0.3,7.3
1,2016-12-16 12:18:34,2016-12-16 12:24:52,3,.70,1,N,113,249,1,5.5,0,0.5,1.26,0,0.3,7.56
1,2016-12-31 23:35:56,2016-12-31 23:40:15,1,.60,1,N,79,148,2,5,0.5,0.5,0,0,0.3,6.3
2,2016-12-06 05:56:53,2016-12-06 06:05:28,1,1.90,1,N,231,13,1,8.5,0.5,0.5,1.08,0,0.3,10.88
1,2016-12-09 07:51:56,2016-12-09 07:58:47,1,1.80,1,N,246,231,1,8,0,0.5,1.75,0,0.3,10.55
2,2016-12-12 19:17:39,2016-12-12 19:23:30,5,.66,1,N,249,249,1,6,1,0.5,2,0,0.3,9.8
1,2016-12-08 07:34:40,2016-12-08 07:50:52,3,4.10,1,N,48,151,2,16,0,0.5,0,0,0.3,16.8
1,2016-12-11 21:47:57,2016-12-11 21:58:07,4,2.10,1,N,142,229,1,9.5,0.5,0.5,2.7,0,0.3,13.5
2,2016-12-18 03:19:46,2016-12-18 03:45:52,1,4.87,1,N,148,48,1,20,0.5,0.5,0,0,0.3,21.3
2,2016-12-08 12:12:50,2016-12-08 12:26:54,2,2.94,1,N,48,24,1,12,0,0.5,1,0,0.3,13.8
1,2016-12-10 14:04:30,2016-12-10 14:12:02,1,.80,1,N,249,114,2,6.5,0,0.5,0,0,0.3,7.3
2,2016-12-16 21:22:10,2016-12-16 22:21:21,2,19.15,2,N,132,163,2,52,0,0.5,0,5.54,0.3,58.34
2,2016-12-13 22:55:23,2016-12-13 23:06:25,5,2.24,1,N,163,137,1,10,0.5,0.5,2.26,0,0.3,13.56
1,2016-12-27 10:16:12,2016-12-27 10:37:52,1,2.90,1,N,4,68,2,15,0,0.5,0,0,0.3,15.8
2,2016-12-20 22:14:19,2016-12-20 22:16:21,1,.31,1,N,249,158,2,3.5,0.5,0.5,0,0,0.3,4.8
2,2016-12-26 11:48:57,2016-12-26 11:53:40,1,.96,1,N,224,148,1,5.5,0,0.5,1.58,0,0.3,7.88
1,2016-12-23 15:32:39,2016-12-23 15:52:47,1,2.00,1,N,140,43,1,13.5,0,0.5,2.85,0,0.3,17.15
1,2016-12-15 17:57:04,2016-12-15 18:06:17,1,1.30,1,N,151,43,1,8,1,0.5,1,0,0.3,10.8
2,2016-12-23 20:19:13,2016-12-23 20:27:13,1,.98,1,N,107,186,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2016-12-10 00:00:08,2016-12-10 00:11:36,3,3.41,1,N,229,74,2,12,0.5,0.5,0,0,0.3,13.3
2,2016-12-08 04:12:00,2016-12-08 04:17:45,1,1.02,1,N,37,225,2,6,0.5,0.5,0,0,0.3,7.3
1,2016-12-02 09:54:29,2016-12-02 10:21:17,2,4.10,1,N,100,166,1,20,0,0.5,3.5,0,0.3,24.3
2,2016-12-16 10:39:06,2016-12-16 10:56:23,1,1.71,1,N,143,237,1,11.5,0,0.5,3.69,0,0.3,15.99
2,2016-12-10 23:15:42,2016-12-10 23:52:00,1,4.14,1,N,232,50,1,22.5,0.5,0.5,5.95,0,0.3,29.75
1,2016-12-16 02:23:57,2016-12-16 02:30:44,2,1.00,1,N,90,158,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2016-12-07 19:12:31,2016-12-07 19:22:04,1,1.80,1,N,263,75,1,8.5,1,0.5,2.05,0,0.3,12.35
2,2016-12-31 19:05:42,2016-12-31 19:11:52,1,1.27,1,N,13,231,1,7,0,0.5,1.56,0,0.3,9.36
1,2016-12-28 00:14:43,2016-12-28 00:28:26,1,3.10,1,N,237,24,1,13,0.5,0.5,2,0,0.3,16.3
2,2016-12-01 08:55:46,2016-12-01 09:07:12,6,.91,1,N,142,162,2,8.5,0,0.5,0,0,0.3,9.3
1,2016-12-30 20:47:17,2016-12-30 21:03:36,1,3.20,1,N,249,162,1,13.5,0.5,0.5,2.95,0,0.3,17.75
1,2016-12-07 15:35:48,2016-12-07 15:45:47,1,.60,1,N,75,263,2,7.5,0,0.5,0,0,0.3,8.3
1,2016-12-04 17:31:52,2016-12-04 17:34:45,1,1.00,1,N,236,75,2,5,0,0.5,0,0,0.3,5.8
2,2016-12-28 22:38:32,2016-12-28 22:55:31,2,1.31,1,N,230,164,2,11,0.5,0.5,0,0,0.3,12.3
2,2016-12-25 07:29:19,2016-12-25 07:38:27,1,1.70,1,N,41,41,2,9,0,0.5,0,0,0.3,9.8
1,2016-12-14 23:47:32,2016-12-15 00:05:36,1,4.40,1,N,161,231,1,17,0.5,0.5,3.65,0,0.3,21.95
1,2016-12-03 14:50:56,2016-12-03 15:03:35,1,1.30,1,N,161,239,1,9.5,0,0.5,1.25,0,0.3,11.55
2,2016-12-19 22:15:08,2016-12-19 22:30:10,1,2.96,1,N,142,186,1,13.5,0.5,0.5,2.96,0,0.3,17.76
1,2016-12-02 14:10:52,2016-12-02 14:26:53,1,2.00,1,N,125,246,1,12,0,0.5,2.55,0,0.3,15.35
2,2016-12-24 12:39:21,2016-12-24 12:52:06,1,2.60,1,N,142,263,1,11.5,0,0.5,2.46,0,0.3,14.76
1,2016-12-01 16:57:32,2016-12-01 17:07:39,1,2.30,1,N,237,74,2,9.5,1,0.5,0,0,0.3,11.3
1,2016-12-06 01:05:09,2016-12-06 01:14:02,1,1.60,1,N,239,263,1,8.5,0.5,0.5,1.47,0,0.3,11.27
1,2016-12-23 14:55:11,2016-12-23 15:23:17,1,8.80,1,N,138,263,1,28,0,0.5,6.85,5.54,0.3,41.19
1,2016-12-11 00:01:59,2016-12-11 00:27:34,1,4.10,1,N,68,141,2,18,0.5,0.5,0,0,0.3,19.3
1,2016-12-17 19:36:43,2016-12-17 19:40:20,1,.60,1,N,236,236,1,5,0,0.5,1,0,0.3,6.8
1,2016-12-16 18:44:33,2016-12-16 19:01:24,1,2.30,1,N,229,79,1,12,1,0.5,2.76,0,0.3,16.56
2,2016-12-04 19:15:25,2016-12-04 19:39:16,1,4.68,1,N,246,236,2,19.5,0,0.5,0,0,0.3,20.3
2,2016-12-13 12:21:17,2016-12-13 13:04:20,5,12.31,1,N,138,100,1,40,0,0.5,13.9,5.54,0.3,60.24
2,2016-12-04 12:10:04,2016-12-04 12:19:46,1,1.27,1,N,264,264,2,8,0,0.5,0,0,0.3,8.8
1,2016-12-18 04:36:15,2016-12-18 04:37:23,1,.40,1,N,137,107,2,3.5,0.5,0.5,0,0,0.3,4.8
1,2016-12-28 19:36:38,2016-12-28 19:39:44,1,.70,1,N,237,262,2,4.5,1,0.5,0,0,0.3,6.3
1,2016-12-16 18:41:35,2016-12-16 18:51:51,1,1.20,1,N,162,234,1,8.5,1,0.5,1,0,0.3,11.3
1,2016-12-07 15:08:04,2016-12-07 15:12:06,1,.50,1,N,143,239,1,4.5,0,0.5,1.05,0,0.3,6.35
1,2016-12-20 10:26:03,2016-12-20 10:45:49,1,2.40,1,N,234,50,1,13.5,0,0.5,2.85,0,0.3,17.15
2,2016-12-12 07:28:45,2016-12-12 07:41:26,1,2.85,1,N,129,83,2,11.5,0,0.5,0,0,0.3,12.3
2,2016-12-30 19:05:42,2016-12-30 19:27:25,5,3.43,1,N,239,249,1,16,1,0.5,5.34,0,0.3,23.14
2,2016-12-11 11:28:54,2016-12-11 11:40:46,2,2.53,1,N,239,186,1,10.5,0,0.5,3.39,0,0.3,14.69
1,2016-12-13 05:41:08,2016-12-13 05:45:00,1,1.50,1,N,151,152,1,6.5,0.5,0.5,0,0,0.3,7.8
2,2016-12-17 00:27:58,2016-12-17 00:39:45,1,1.52,1,N,107,158,1,9,0.5,0.5,2.7,0,0.3,13
2,2016-12-19 11:43:17,2016-12-19 12:13:23,4,3.91,1,N,24,140,1,21,0,0.5,4.36,0,0.3,26.16
2,2016-12-05 08:57:40,2016-12-05 09:22:06,1,8.74,1,N,87,75,1,27.5,0,0.5,5.66,0,0.3,33.96
1,2016-12-10 14:35:20,2016-12-10 14:40:11,1,1.00,1,N,163,237,2,5.5,0,0.5,0,0,0.3,6.3
1,2016-12-10 16:32:37,2016-12-10 16:39:15,1,1.20,1,N,238,142,2,7,0,0.5,0,0,0.3,7.8
2,2016-12-05 07:03:06,2016-12-05 07:07:55,1,.69,1,N,164,137,2,5,0,0.5,0,0,0.3,5.8
1,2016-12-14 11:14:18,2016-12-14 11:18:56,1,.80,1,N,164,161,1,5,0,0.5,0,0,0.3,5.8
1,2016-12-13 21:34:39,2016-12-13 22:08:12,1,11.70,1,N,138,143,1,37,0.5,0.5,5,5.54,0.3,48.84
2,2016-12-24 20:53:03,2016-12-24 20:59:21,2,1.71,1,N,43,263,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2016-12-12 07:04:55,2016-12-12 07:11:00,1,.70,1,N,230,161,1,5.5,0,0.5,1.85,0,0.3,8.15
2,2016-12-28 22:09:06,2016-12-28 22:31:21,1,4.41,1,N,161,166,2,18,0.5,0.5,0,0,0.3,19.3
1,2016-12-16 19:49:55,2016-12-16 20:10:29,1,2.70,1,N,142,68,1,14,1,0.5,3.15,0,0.3,18.95
1,2016-12-22 09:40:35,2016-12-22 09:53:57,1,2.40,1,N,262,229,1,11.5,0,0.5,1,0,0.3,13.3
2,2016-12-15 10:44:17,2016-12-15 11:00:38,1,1.31,1,N,236,161,1,11,0,0.5,2.36,0,0.3,14.16
2,2016-12-15 22:15:13,2016-12-15 22:22:14,1,1.41,1,N,170,90,1,7,0.5,0.5,1.66,0,0.3,9.96
1,2016-12-03 13:00:44,2016-12-03 13:10:12,3,1.10,1,N,236,162,2,7.5,0,0.5,0,0,0.3,8.3
1,2016-12-11 11:15:37,2016-12-11 11:36:30,1,4.30,1,N,262,246,1,17.5,0,0.5,1.83,0,0.3,20.13
1,2016-12-16 01:04:23,2016-12-16 01:10:40,1,.90,1,N,113,246,1,6,0.5,0.5,1.45,0,0.3,8.75
2,2016-12-05 08:31:42,2016-12-05 09:08:57,1,7.82,1,N,243,50,1,29.5,0,0.5,0.8,0,0.3,31.1
2,2016-12-11 02:29:52,2016-12-11 02:42:33,1,3.70,1,N,148,233,1,13.5,0.5,0.5,2.96,0,0.3,17.76
2,2016-12-09 15:19:46,2016-12-09 15:29:56,1,1.44,1,N,162,186,1,8.5,0,0.5,1.86,0,0.3,11.16
2,2016-12-03 16:32:59,2016-12-03 16:43:11,1,1.16,1,N,237,140,2,8,0,0.5,0,0,0.3,8.8
1,2016-12-25 17:48:59,2016-12-25 18:05:51,1,2.70,1,N,249,170,2,13,1,0.5,0,0,0.3,14.8
2,2016-12-24 21:08:31,2016-12-24 21:12:01,1,.61,1,N,82,129,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2016-12-28 09:16:43,2016-12-28 09:23:04,3,.98,1,N,142,163,2,6.5,0,0.5,0,0,0.3,7.3
2,2016-12-05 16:47:17,2016-12-05 16:51:57,1,.50,1,N,246,68,2,5,1,0.5,0,0,0.3,6.8
2,2016-12-16 14:09:33,2016-12-16 14:20:03,1,1.19,1,N,68,246,1,8,0,0.5,1.76,0,0.3,10.56
1,2016-12-02 21:10:26,2016-12-02 21:17:49,1,2.00,1,N,238,74,2,8,0.5,0.5,0,0,0.3,9.3
1,2016-12-24 14:26:36,2016-12-24 14:32:58,1,.80,1,N,264,264,2,6,0,0.5,0,0,0.3,6.8
1,2016-12-02 22:46:58,2016-12-02 23:00:40,2,.90,1,N,79,79,1,9.5,0.5,0.5,2.15,0,0.3,12.95
2,2016-12-18 09:18:17,2016-12-18 09:40:33,5,10.12,1,N,230,138,2,29.5,0,0.5,0,5.54,0.3,35.84
1,2016-12-08 22:42:49,2016-12-08 23:01:26,2,2.40,1,N,236,162,1,14,0.5,0.5,3.05,0,0.3,18.35
2,2016-12-24 21:12:45,2016-12-24 21:20:19,1,1.74,1,N,151,142,2,7.5,0.5,0.5,0,0,0.3,8.8
